"","Year","Month","Day","hour","Sentiment","Count","Percentage"
"80",2020,1,30,3,"neutral",534,0.101193860147811
"81",2020,1,30,3,"positive",279,0.0528709494030699
"82",2020,1,30,4,"negative",3011,0.83942012824087
"83",2020,1,30,4,"neutral",419,0.116810705324784
"84",2020,1,30,4,"positive",157,0.0437691664343463
"85",2020,1,30,5,"negative",2125,0.831052014078999
"86",2020,1,30,5,"neutral",336,0.131403989049668
"87",2020,1,30,5,"positive",96,0.0375439968713336
"88",2020,1,30,6,"negative",1734,0.806511627906977
"89",2020,1,30,6,"neutral",343,0.15953488372093
"90",2020,1,30,6,"positive",73,0.033953488372093
"91",2020,1,30,7,"negative",1633,0.804037419990153
"92",2020,1,30,7,"neutral",290,0.142786804529788
"93",2020,1,30,7,"positive",108,0.0531757754800591
"94",2020,1,30,8,"negative",1210,0.765338393421885
"95",2020,1,30,8,"neutral",286,0.1808981657179
"96",2020,1,30,8,"positive",85,0.0537634408602151
"97",2020,1,30,9,"negative",1099,0.803362573099415
"98",2020,1,30,9,"neutral",215,0.157163742690058
"99",2020,1,30,9,"positive",54,0.0394736842105263
"100",2020,1,30,10,"negative",1540,0.78974358974359
"101",2020,1,30,10,"neutral",307,0.157435897435897
"102",2020,1,30,10,"positive",103,0.0528205128205128
"103",2020,1,30,11,"negative",1832,0.772669759595108
"104",2020,1,30,11,"neutral",333,0.140447068747364
"105",2020,1,30,11,"positive",206,0.0868831716575285
"106",2020,1,30,12,"negative",2523,0.757202881152461
"107",2020,1,30,12,"neutral",411,0.123349339735894
"108",2020,1,30,12,"positive",398,0.119447779111645
"109",2020,1,30,13,"negative",3187,0.785749506903353
"110",2020,1,30,13,"neutral",445,0.109714003944773
"111",2020,1,30,13,"positive",424,0.104536489151874
"112",2020,1,30,14,"negative",2475,0.756649342708652
"113",2020,1,30,14,"neutral",435,0.132986854173036
"114",2020,1,30,14,"positive",361,0.110363803118312
"115",2020,1,30,15,"negative",4024,0.783794312426958
"116",2020,1,30,15,"neutral",692,0.134787689910401
"117",2020,1,30,15,"positive",418,0.0814179976626412
"118",2020,1,30,16,"negative",2830,0.778970547756675
"119",2020,1,30,16,"neutral",467,0.128543903110377
"120",2020,1,30,16,"positive",336,0.092485549132948
"121",2020,1,30,17,"negative",4212,0.79833206974981
"122",2020,1,30,17,"neutral",705,0.133623957543594
"123",2020,1,30,17,"positive",359,0.0680439727065959
"124",2020,1,30,18,"negative",5443,0.809127397056637
"125",2020,1,30,18,"neutral",870,0.129329567414895
"126",2020,1,30,18,"positive",414,0.0615430355284674
"127",2020,1,30,19,"negative",5263,0.804371083600795
"128",2020,1,30,19,"neutral",875,0.133730704569769
"129",2020,1,30,19,"positive",405,0.061898211829436
"130",2020,1,30,20,"negative",6189,0.831184528605963
"131",2020,1,30,20,"neutral",821,0.110260542573194
"132",2020,1,30,20,"positive",436,0.0585549288208434
"133",2020,1,30,21,"negative",8205,0.841624782028926
"134",2020,1,30,21,"neutral",1011,0.103702943891681
"135",2020,1,30,21,"positive",533,0.0546722740793928
"136",2020,1,30,22,"negative",4612,0.838697945080924
"137",2020,1,30,22,"neutral",602,0.109474449899982
"138",2020,1,30,22,"positive",285,0.0518276050190944
"139",2020,1,30,23,"negative",7539,0.847936115172646
"140",2020,1,30,23,"neutral",933,0.104937577325385
"141",2020,1,30,23,"positive",419,0.0471263075019683
"142",2020,1,31,0,"negative",4488,0.826976229961305
"143",2020,1,31,0,"neutral",689,0.126957803574719
"144",2020,1,31,0,"positive",250,0.0460659664639764
"145",2020,1,31,1,"negative",6129,0.829925524712255
"146",2020,1,31,1,"neutral",966,0.130805687203791
"147",2020,1,31,1,"positive",290,0.039268788083954
"148",2020,1,31,2,"negative",4909,0.817349317349317
"149",2020,1,31,2,"neutral",881,0.146686646686647
"150",2020,1,31,2,"positive",216,0.035964035964036
"151",2020,1,31,3,"negative",6027,0.836038285476488
"152",2020,1,31,3,"neutral",959,0.133028159245388
"153",2020,1,31,3,"positive",223,0.0309335552781246
"154",2020,1,31,4,"negative",4943,0.847855917667238
"155",2020,1,31,4,"neutral",668,0.114579759862779
"156",2020,1,31,4,"positive",219,0.0375643224699828
"157",2020,1,31,5,"negative",4444,0.838648801660691
"158",2020,1,31,5,"neutral",642,0.121154934893376
"159",2020,1,31,5,"positive",213,0.0401962634459332
"160",2020,1,31,6,"negative",3270,0.842349304482226
"161",2020,1,31,6,"neutral",452,0.116434827408552
"162",2020,1,31,6,"positive",160,0.0412158681092221
"163",2020,1,31,7,"negative",1787,0.801704800358905
"164",2020,1,31,7,"neutral",293,0.13144908030507
"165",2020,1,31,7,"positive",149,0.0668461193360251
"166",2020,1,31,8,"negative",2921,0.826776110953864
"167",2020,1,31,8,"neutral",418,0.118313048400793
"168",2020,1,31,8,"positive",194,0.0549108406453439
"169",2020,1,31,9,"negative",2202,0.822255414488424
"170",2020,1,31,9,"neutral",330,0.123226288274832
"171",2020,1,31,9,"positive",146,0.0545182972367438
"172",2020,1,31,10,"negative",2619,0.811087023846392
"173",2020,1,31,10,"neutral",440,0.136265097553422
"174",2020,1,31,10,"positive",170,0.0526478786001858
"175",2020,1,31,11,"negative",4699,0.82193458107399
"176",2020,1,31,11,"neutral",738,0.129088682875634
"177",2020,1,31,11,"positive",280,0.0489767360503761
"178",2020,1,31,12,"negative",3646,0.828636363636364
"179",2020,1,31,12,"neutral",549,0.124772727272727
"180",2020,1,31,12,"positive",205,0.0465909090909091
"181",2020,1,31,13,"negative",5427,0.847703842549203
"182",2020,1,31,13,"neutral",714,0.111527647610122
"183",2020,1,31,13,"positive",261,0.0407685098406748
"184",2020,1,31,14,"negative",5625,0.845356176735798
"185",2020,1,31,14,"neutral",732,0.110009017132552
"186",2020,1,31,14,"positive",297,0.0446348061316501
"187",2020,1,31,15,"negative",3894,0.853760140320105
"188",2020,1,31,15,"neutral",475,0.104143828107871
"189",2020,1,31,15,"positive",192,0.0420960315720237
"190",2020,1,31,16,"negative",6203,0.849958892847355
"191",2020,1,31,16,"neutral",772,0.105782406138668
"192",2020,1,31,16,"positive",323,0.0442587010139764
"193",2020,1,31,17,"negative",5521,0.838293349529305
"194",2020,1,31,17,"neutral",787,0.119495900394777
"195",2020,1,31,17,"positive",278,0.0422107500759186
"196",2020,1,31,18,"negative",7806,0.844988092660749
"197",2020,1,31,18,"neutral",967,0.104676336869452
"198",2020,1,31,18,"positive",465,0.0503355704697987
"199",2020,1,31,19,"negative",6171,0.829881656804734
"200",2020,1,31,19,"neutral",886,0.119150080688542
"201",2020,1,31,19,"positive",379,0.050968262506724
"202",2020,1,31,20,"negative",6100,0.812034078807242
"203",2020,1,31,20,"neutral",995,0.132454739084132
"204",2020,1,31,20,"positive",417,0.0555111821086262
"205",2020,1,31,21,"negative",5921,0.827764574304488
"206",2020,1,31,21,"neutral",925,0.12931637075353
"207",2020,1,31,21,"positive",307,0.0429190549419824
"208",2020,1,31,22,"negative",7175,0.779976084356995
"209",2020,1,31,22,"neutral",1421,0.154473312316556
"210",2020,1,31,22,"positive",603,0.0655506033264485
"211",2020,1,31,23,"negative",7899,0.787851585876721
"212",2020,1,31,23,"neutral",1408,0.140434869339717
"213",2020,1,31,23,"positive",719,0.0717135447835627
"214",2020,2,1,0,"negative",7912,0.798385469223007
"215",2020,2,1,0,"neutral",1378,0.139051463168517
"216",2020,2,1,0,"positive",620,0.0625630676084763
"217",2020,2,1,1,"negative",6813,0.835438381361128
"218",2020,2,1,1,"neutral",975,0.119558553034948
"219",2020,2,1,1,"positive",367,0.045003065603924
"220",2020,2,1,2,"negative",4606,0.823087919942816
"221",2020,2,1,2,"neutral",700,0.125089349535382
"222",2020,2,1,2,"positive",290,0.0518227305218013
"223",2020,2,1,3,"negative",4828,0.823890784982935
"224",2020,2,1,3,"neutral",733,0.125085324232082
"225",2020,2,1,3,"positive",299,0.0510238907849829
"226",2020,2,1,4,"negative",433,0.77737881508079
"227",2020,2,1,4,"neutral",98,0.175942549371634
"228",2020,2,1,4,"positive",26,0.0466786355475763
"229",2020,2,1,5,"negative",318,0.811224489795918
"230",2020,2,1,5,"neutral",62,0.158163265306122
"231",2020,2,1,5,"positive",12,0.0306122448979592
"232",2020,2,1,6,"negative",308,0.797927461139896
"233",2020,2,1,6,"neutral",58,0.150259067357513
"234",2020,2,1,6,"positive",20,0.0518134715025907
"235",2020,2,1,7,"negative",260,0.760233918128655
"236",2020,2,1,7,"neutral",50,0.146198830409357
"237",2020,2,1,7,"positive",32,0.0935672514619883
"238",2020,2,1,8,"negative",297,0.748110831234257
"239",2020,2,1,8,"neutral",57,0.143576826196474
"240",2020,2,1,8,"positive",43,0.10831234256927
"241",2020,2,1,9,"negative",1797,0.79023746701847
"242",2020,2,1,9,"neutral",263,0.115655233069481
"243",2020,2,1,9,"positive",214,0.0941072999120492
"244",2020,2,1,10,"negative",3421,0.800233918128655
"245",2020,2,1,10,"neutral",474,0.110877192982456
"246",2020,2,1,10,"positive",380,0.0888888888888889
"247",2020,2,1,11,"negative",3748,0.811079852845704
"248",2020,2,1,11,"neutral",570,0.123349924258818
"249",2020,2,1,11,"positive",303,0.0655702228954772
"250",2020,2,1,12,"negative",7662,0.821750321750322
"251",2020,2,1,12,"neutral",1147,0.123015873015873
"252",2020,2,1,12,"positive",515,0.0552338052338052
"253",2020,2,1,13,"negative",5023,0.827376050074123
"254",2020,2,1,13,"neutral",739,0.121726239499259
"255",2020,2,1,13,"positive",309,0.0508977104266184
"256",2020,2,1,14,"negative",7673,0.8486893042805
"257",2020,2,1,14,"neutral",994,0.109943590310806
"258",2020,2,1,14,"positive",374,0.0413671054086937
"259",2020,2,1,15,"negative",4462,0.844276253547777
"260",2020,2,1,15,"neutral",595,0.112582781456954
"261",2020,2,1,15,"positive",228,0.0431409649952696
"262",2020,2,1,16,"negative",7563,0.836337498617715
"263",2020,2,1,16,"neutral",1044,0.115448413137233
"264",2020,2,1,16,"positive",436,0.0482140882450514
"265",2020,2,1,17,"negative",4937,0.830166470489322
"266",2020,2,1,17,"neutral",714,0.12006053472339
"267",2020,2,1,17,"positive",296,0.0497729947872877
"268",2020,2,1,18,"negative",8127,0.827428222357972
"269",2020,2,1,18,"neutral",1259,0.128181633068621
"270",2020,2,1,18,"positive",436,0.0443901445734066
"271",2020,2,1,19,"negative",6808,0.811635670004769
"272",2020,2,1,19,"neutral",1144,0.136385312350978
"273",2020,2,1,19,"positive",436,0.0519790176442537
"274",2020,2,1,20,"negative",6700,0.814490639435935
"275",2020,2,1,20,"neutral",1143,0.138949671772429
"276",2020,2,1,20,"positive",383,0.0465596887916363
"277",2020,2,1,21,"negative",9553,0.818594687232219
"278",2020,2,1,21,"neutral",1592,0.136418166238218
"279",2020,2,1,21,"positive",525,0.044987146529563
"280",2020,2,1,22,"negative",7166,0.809900542495479
"281",2020,2,1,22,"neutral",1169,0.132120253164557
"282",2020,2,1,22,"positive",513,0.0579792043399638
"283",2020,2,1,23,"negative",5300,0.819038788440736
"284",2020,2,1,23,"neutral",806,0.124555710091176
"285",2020,2,1,23,"positive",365,0.0564055014680884
"286",2020,2,2,0,"negative",5689,0.823776426295974
"287",2020,2,2,0,"neutral",892,0.129163046626122
"288",2020,2,2,0,"positive",325,0.0470605270779033
"289",2020,2,2,1,"negative",6367,0.836662286465177
"290",2020,2,2,1,"neutral",932,0.122470433639947
"291",2020,2,2,1,"positive",311,0.0408672798948752
"292",2020,2,2,2,"negative",7224,0.828060522696011
"293",2020,2,2,2,"neutral",1099,0.125974323704723
"294",2020,2,2,2,"positive",401,0.0459651535992664
"295",2020,2,2,3,"negative",3975,0.807270511779041
"296",2020,2,2,3,"neutral",573,0.116368805848903
"297",2020,2,2,3,"positive",376,0.0763606823720552
"298",2020,2,2,4,"negative",2778,0.787638219449957
"299",2020,2,2,4,"neutral",430,0.12191664303941
"300",2020,2,2,4,"positive",319,0.0904451375106323
"301",2020,2,2,5,"negative",2820,0.789694763371605
"302",2020,2,2,5,"neutral",451,0.12629515541865
"303",2020,2,2,5,"positive",300,0.0840100812097452
"304",2020,2,2,6,"negative",2476,0.814473684210526
"305",2020,2,2,6,"neutral",329,0.108223684210526
"306",2020,2,2,6,"positive",235,0.0773026315789474
"307",2020,2,2,7,"negative",1267,0.815315315315315
"308",2020,2,2,7,"neutral",168,0.108108108108108
"309",2020,2,2,7,"positive",119,0.0765765765765766
"310",2020,2,2,8,"negative",2268,0.81
"311",2020,2,2,8,"neutral",316,0.112857142857143
"312",2020,2,2,8,"positive",216,0.0771428571428571
"313",2020,2,2,9,"negative",1353,0.823995127892814
"314",2020,2,2,9,"neutral",179,0.109013398294762
"315",2020,2,2,9,"positive",110,0.0669914738124239
"316",2020,2,2,10,"negative",3314,0.830784657808975
"317",2020,2,2,10,"neutral",482,0.120832288794184
"318",2020,2,2,10,"positive",193,0.0483830533968413
"319",2020,2,2,11,"negative",2469,0.838654891304348
"320",2020,2,2,11,"neutral",324,0.110054347826087
"321",2020,2,2,11,"positive",151,0.0512907608695652
"322",2020,2,2,12,"negative",4612,0.847326841815175
"323",2020,2,2,12,"neutral",558,0.102516994304611
"324",2020,2,2,12,"positive",273,0.0501561638802131
"325",2020,2,2,13,"negative",4649,0.839776011560694
"326",2020,2,2,13,"neutral",578,0.104407514450867
"327",2020,2,2,13,"positive",309,0.0558164739884393
"328",2020,2,2,14,"negative",4366,0.815465072842734
"329",2020,2,2,14,"neutral",642,0.11991034740381
"330",2020,2,2,14,"positive",346,0.0646245797534554
"331",2020,2,2,15,"negative",4905,0.810609816559246
"332",2020,2,2,15,"neutral",758,0.125268550652785
"333",2020,2,2,15,"positive",388,0.0641216327879689
"334",2020,2,2,16,"negative",5625,0.818062827225131
"335",2020,2,2,16,"neutral",858,0.12478184991274
"336",2020,2,2,16,"positive",393,0.0571553228621291
"337",2020,2,2,17,"negative",7137,0.828919860627178
"338",2020,2,2,17,"neutral",998,0.115911730545877
"339",2020,2,2,17,"positive",475,0.0551684088269454
"340",2020,2,2,18,"negative",5546,0.847623414335932
"341",2020,2,2,18,"neutral",700,0.106984563655815
"342",2020,2,2,18,"positive",297,0.0453920220082531
"343",2020,2,2,19,"negative",8540,0.834636434714621
"344",2020,2,2,19,"neutral",1188,0.116106333072713
"345",2020,2,2,19,"positive",504,0.0492572322126661
"346",2020,2,2,20,"negative",12476,0.839061133902751
"347",2020,2,2,20,"neutral",1662,0.111776178626673
"348",2020,2,2,20,"positive",731,0.0491626874705764
"349",2020,2,2,21,"negative",9108,0.83644044448526
"350",2020,2,2,21,"neutral",1157,0.106254017816145
"351",2020,2,2,21,"positive",624,0.0573055376985949
"352",2020,2,2,22,"negative",8656,0.836490143022806
"353",2020,2,2,22,"neutral",1057,0.102145342095091
"354",2020,2,2,22,"positive",635,0.0613645148821028
"355",2020,2,2,23,"negative",7774,0.819523508328062
"356",2020,2,2,23,"neutral",1058,0.111532785157074
"357",2020,2,2,23,"positive",654,0.068943706514864
"358",2020,2,3,0,"negative",6910,0.82418893129771
"359",2020,2,3,0,"neutral",867,0.103411259541985
"360",2020,2,3,0,"positive",607,0.0723998091603053
"361",2020,2,3,1,"negative",6986,0.827725118483412
"362",2020,2,3,1,"neutral",831,0.0984597156398104
"363",2020,2,3,1,"positive",623,0.0738151658767773
"364",2020,2,3,2,"negative",6556,0.846919002712828
"365",2020,2,3,2,"neutral",716,0.0924945097532619
"366",2020,2,3,2,"positive",469,0.0605864875339103
"367",2020,2,3,3,"negative",5181,0.840253000324359
"368",2020,2,3,3,"neutral",593,0.0961725591955887
"369",2020,2,3,3,"positive",392,0.0635744404800519
"370",2020,2,3,4,"negative",4478,0.835291923148666
"371",2020,2,3,4,"neutral",530,0.0988621525834732
"372",2020,2,3,4,"positive",353,0.0658459242678605
"373",2020,2,3,5,"negative",5640,0.851449275362319
"374",2020,2,3,5,"neutral",662,0.09993961352657
"375",2020,2,3,5,"positive",322,0.0486111111111111
"376",2020,2,3,6,"negative",4041,0.844337651483493
"377",2020,2,3,6,"neutral",426,0.0890096113664856
"378",2020,2,3,6,"positive",319,0.0666527371500209
"379",2020,2,3,7,"negative",2267,0.83560633984519
"380",2020,2,3,7,"neutral",272,0.1002580169554
"381",2020,2,3,7,"positive",174,0.0641356431994102
"382",2020,2,3,8,"negative",2446,0.791842020071221
"383",2020,2,3,8,"neutral",336,0.108773065717061
"384",2020,2,3,8,"positive",307,0.099384914211719
"385",2020,2,3,9,"negative",2765,0.788198403648803
"386",2020,2,3,9,"neutral",403,0.114880273660205
"387",2020,2,3,9,"positive",340,0.096921322690992
"388",2020,2,3,10,"negative",3608,0.803742481621742
"389",2020,2,3,10,"neutral",441,0.0982401425707285
"390",2020,2,3,10,"positive",440,0.0980173758075295
"391",2020,2,3,11,"negative",4859,0.818013468013468
"392",2020,2,3,11,"neutral",560,0.0942760942760943
"393",2020,2,3,11,"positive",521,0.0877104377104377
"394",2020,2,3,12,"negative",6463,0.82636491497251
"395",2020,2,3,12,"neutral",763,0.0975578570515279
"396",2020,2,3,12,"positive",595,0.0760772279759622
"397",2020,2,3,13,"negative",6493,0.839974126778784
"398",2020,2,3,13,"neutral",729,0.0943078913324709
"399",2020,2,3,13,"positive",508,0.0657179818887452
"400",2020,2,3,14,"negative",5264,0.839687350454618
"401",2020,2,3,14,"neutral",637,0.101611102249163
"402",2020,2,3,14,"positive",368,0.0587015472962195
"403",2020,2,3,15,"negative",6848,0.853439680957129
"404",2020,2,3,15,"neutral",656,0.0817547357926221
"405",2020,2,3,15,"positive",520,0.0648055832502493
"406",2020,2,3,16,"negative",5906,0.848441315902888
"407",2020,2,3,16,"neutral",618,0.0887803476511995
"408",2020,2,3,16,"positive",437,0.0627783364459129
"409",2020,2,3,17,"negative",7916,0.840250504192761
"410",2020,2,3,17,"neutral",944,0.100201677104341
"411",2020,2,3,17,"positive",561,0.0595478187028978
"412",2020,2,3,18,"negative",7055,0.843193498267001
"413",2020,2,3,18,"neutral",826,0.0987211664873909
"414",2020,2,3,18,"positive",486,0.0580853352456077
"415",2020,2,3,19,"negative",6503,0.829147010072676
"416",2020,2,3,19,"neutral",853,0.108759403289558
"417",2020,2,3,19,"positive",487,0.0620935866377662
"418",2020,2,3,20,"negative",6993,0.847328244274809
"419",2020,2,3,20,"neutral",790,0.0957227674784927
"420",2020,2,3,20,"positive",470,0.0569489882466982
"421",2020,2,3,21,"negative",12027,0.816774193548387
"422",2020,2,3,21,"neutral",1686,0.114499151103565
"423",2020,2,3,21,"positive",1012,0.0687266553480475
"424",2020,2,3,22,"negative",6241,0.835028097404335
"425",2020,2,3,22,"neutral",818,0.109446079743109
"426",2020,2,3,22,"positive",415,0.0555258228525555
"427",2020,2,3,23,"negative",5969,0.836228635472121
"428",2020,2,3,23,"neutral",747,0.104651162790698
"429",2020,2,3,23,"positive",422,0.0591202017371813
"430",2020,2,4,0,"negative",8536,0.820138355111453
"431",2020,2,4,0,"neutral",1258,0.12086856264412
"432",2020,2,4,0,"positive",614,0.0589930822444274
"433",2020,2,4,1,"negative",7223,0.814134355275023
"434",2020,2,4,1,"neutral",1075,0.121167718665464
"435",2020,2,4,1,"positive",574,0.0646979260595131
"436",2020,2,4,2,"negative",4280,0.823393612928049
"437",2020,2,4,2,"neutral",560,0.107733743747595
"438",2020,2,4,2,"positive",358,0.0688726433243555
"439",2020,2,4,3,"negative",4638,0.814112690889942
"440",2020,2,4,3,"neutral",651,0.114270668773038
"441",2020,2,4,3,"positive",408,0.0716166403370195
"442",2020,2,4,4,"negative",7298,0.822680644797655
"443",2020,2,4,4,"neutral",1006,0.113403223988276
"444",2020,2,4,4,"positive",567,0.0639161312140683
"445",2020,2,4,5,"negative",2018,0.802066772655008
"446",2020,2,4,5,"neutral",284,0.112877583465819
"447",2020,2,4,5,"positive",214,0.0850556438791733
"448",2020,2,4,6,"negative",4295,0.814372392870686
"449",2020,2,4,6,"neutral",656,0.124383769434964
"450",2020,2,4,6,"positive",323,0.0612438376943496
"451",2020,2,4,7,"negative",1419,0.83128295254833
"452",2020,2,4,7,"neutral",182,0.106619800820152
"453",2020,2,4,7,"positive",106,0.0620972466315173
"454",2020,2,4,8,"negative",3950,0.814097279472383
"455",2020,2,4,8,"neutral",562,0.115828524319868
"456",2020,2,4,8,"positive",340,0.0700741962077494
"457",2020,2,4,9,"negative",995,0.799196787148594
"458",2020,2,4,9,"neutral",147,0.118072289156627
"459",2020,2,4,9,"positive",103,0.0827309236947791
"460",2020,2,4,10,"negative",4079,0.800274671375319
"461",2020,2,4,10,"neutral",636,0.124779281930547
"462",2020,2,4,10,"positive",382,0.0749460466941338
"463",2020,2,4,11,"negative",4895,0.811505305039788
"464",2020,2,4,11,"neutral",724,0.120026525198939
"465",2020,2,4,11,"positive",413,0.0684681697612732
"466",2020,2,4,12,"negative",4829,0.835467128027682
"467",2020,2,4,12,"neutral",596,0.103114186851211
"468",2020,2,4,12,"positive",355,0.0614186851211073
"469",2020,2,4,13,"negative",5490,0.813212857354466
"470",2020,2,4,13,"neutral",835,0.123685379943712
"471",2020,2,4,13,"positive",426,0.063101762701822
"472",2020,2,4,14,"negative",5512,0.819994049390062
"473",2020,2,4,14,"neutral",799,0.118863433501934
"474",2020,2,4,14,"positive",411,0.0611425171080036
"475",2020,2,4,15,"negative",5359,0.816920731707317
"476",2020,2,4,15,"neutral",778,0.11859756097561
"477",2020,2,4,15,"positive",423,0.0644817073170732
"478",2020,2,4,16,"negative",6121,0.815807010529122
"479",2020,2,4,16,"neutral",880,0.117286418765827
"480",2020,2,4,16,"positive",502,0.0669065707050513
"481",2020,2,4,17,"negative",4751,0.817024935511608
"482",2020,2,4,17,"neutral",657,0.112983662940671
"483",2020,2,4,17,"positive",407,0.0699914015477214
"484",2020,2,4,18,"negative",6808,0.772845953002611
"485",2020,2,4,18,"neutral",1347,0.152911794755364
"486",2020,2,4,18,"positive",654,0.0742422522420252
"487",2020,2,4,19,"negative",6404,0.813929842399593
"488",2020,2,4,19,"neutral",967,0.12290289781393
"489",2020,2,4,19,"positive",497,0.0631672597864769
"490",2020,2,4,20,"negative",8854,0.800470120242293
"491",2020,2,4,20,"neutral",1552,0.140312810776602
"492",2020,2,4,20,"positive",655,0.0592170689811048
"493",2020,2,4,21,"negative",8738,0.797626654495664
"494",2020,2,4,21,"neutral",1462,0.133455043359197
"495",2020,2,4,21,"positive",755,0.0689183021451392
"496",2020,2,4,22,"negative",5742,0.726375711574953
"497",2020,2,4,22,"neutral",1798,0.227450980392157
"498",2020,2,4,22,"positive",365,0.0461733080328906
"499",2020,2,4,23,"negative",10093,0.689600983875376
"500",2020,2,4,23,"neutral",3552,0.242689259360481
"501",2020,2,4,23,"positive",991,0.0677097567641432
"502",2020,2,5,0,"negative",5067,0.78863813229572
"503",2020,2,5,0,"neutral",1040,0.161867704280156
"504",2020,2,5,0,"positive",318,0.0494941634241245
"505",2020,2,5,1,"negative",7240,0.786102062975027
"506",2020,2,5,1,"neutral",1436,0.155917480998914
"507",2020,2,5,1,"positive",534,0.0579804560260586
"508",2020,2,5,2,"negative",4703,0.793487430403239
"509",2020,2,5,2,"neutral",874,0.147460772734942
"510",2020,2,5,2,"positive",350,0.0590517968618188
"511",2020,2,5,3,"negative",2752,0.787410586552217
"512",2020,2,5,3,"neutral",467,0.133619456366237
"513",2020,2,5,3,"positive",276,0.0789699570815451
"514",2020,2,5,4,"negative",5043,0.771572827417381
"515",2020,2,5,4,"neutral",1029,0.157435740514076
